--------- beginning of main
09-02 17:27:17.722 14031 14031 E adbd    : recv: OPEN 0002479e 00000000 0086:73 68 65 6C 6C 2C 76 32 2C 54 45 52 4D 3D 78 74 65 72 6D 2D 32 35 36 63 6F 6C 6F 72 2C 72 61 77 3A 61 6D 20 73 74 61 72 74 20 2D 53 20 2D 61 20 61 6E 64 72 6F 69 64 2E 69 6E 74 65 6E 74 2E 61 63 74 69 6F 6E 2E 56 49 45 57 20 2D 6E 20 63 6F 6D 2E 6F 70 65 72 61 2E 62 72 6F 77 73 65 72 2F 63 6F 6D 2E 6F 70 65 72 61 2E 4F 70 65 72 61 20 2D 2D 61 63 74 69 76 69 74 79 2D 63 6C 65 61 72 2D 74 61 73 6B 00 
09-02 17:27:17.722 14031 14031 E adbd    : service_to_fd: shell,v2,TERM=xterm-256color,raw:am start -S -a android.intent.action.VIEW -n com.opera.browser/com.opera.Opera --activity-clear-task
09-02 17:27:18.839  6534  6534 I zygote  :   at void android.app.Instrumentation.callActivityOnCreate(android.app.Activity, android.os.Bundle) (Instrumentation.java:1220)
09-02 17:27:18.839  6534  6534 I zygote  :   at android.app.Activity android.app.ActivityThread.performLaunchActivity(android.app.ActivityThread$ActivityClientRecord, android.content.Intent) (ActivityThread.java:2910)
09-02 17:27:18.839  6534  6534 I zygote  :   at void android.app.ActivityThread.handleLaunchActivity(android.app.ActivityThread$ActivityClientRecord, android.content.Intent, java.lang.String) (ActivityThread.java:3032)
09-02 17:27:18.839  6534  6534 I zygote  :   at void android.app.ActivityThread.-wrap11(android.app.ActivityThread, android.app.ActivityThread$ActivityClientRecord, android.content.Intent, java.lang.String) (ActivityThread.java:-1)
09-02 17:27:18.839  6534  6534 I zygote  :   at void android.app.ActivityThread$H.handleMessage(android.os.Message) (ActivityThread.java:1696)
09-02 17:27:18.840  6534  6534 I zygote  :   at void android.os.Handler.dispatchMessage(android.os.Message) (Handler.java:105)
09-02 17:27:18.840  6534  6534 I zygote  :   at void android.os.Looper.loop() (Looper.java:164)
09-02 17:27:18.840  6534  6534 I zygote  :   at void android.app.ActivityThread.main(java.lang.String[]) (ActivityThread.java:6940)
09-02 17:27:18.840  6534  6534 I zygote  :   at java.lang.Object java.lang.reflect.Method.invoke(java.lang.Object, java.lang.Object[]) (Method.java:-2)
09-02 17:27:18.840  6534  6534 I zygote  :   at void com.android.internal.os.Zygote$MethodAndArgsCaller.run() (Zygote.java:327)
09-02 17:27:18.840  6534  6534 I zygote  :   at void com.android.internal.os.ZygoteInit.main(java.lang.String[]) (ZygoteInit.java:1374)
09-02 17:27:18.840  6534  6534 I zygote  : 
09-02 17:27:18.840  6534  6534 I zygote  : Rejecting re-init on previously-failed class java.lang.Class<com.appsflyer.internal.AFf1jSDK$2>: java.lang.NoClassDefFoundError: Failed resolution of: Lcom/miui/referrer/api/GetAppsReferrerStateListener;
09-02 17:27:18.840  6534  6534 I zygote  :   at void com.appsflyer.internal.AFa1eSDK.afDebugLog() (SourceFile:20)
09-02 17:27:18.840  6534  6534 I zygote  :   at com.appsflyer.AppsFlyerLib com.appsflyer.internal.AFa1eSDK.init(java.lang.String, com.appsflyer.AppsFlyerConversionListener, android.content.Context) (SourceFile:100)
09-02 17:27:18.840  6534  6534 I zygote  :   at void com.opera.android.AppsflyerInitializer.b() (SourceFile:397)
09-02 17:27:18.840  6534  6534 I zygote  :   at void com.opera.android.AppsflyerInitializer.h(g15) (SourceFile:9)
09-02 17:27:18.840  6534  6534 I zygote  :   at void androidx.lifecycle.FullLifecycleObserverAdapter.q(g15, androidx.lifecycle.c$b) (SourceFile:43)
09-02 17:27:18.840  6534  6534 I zygote  :   at void androidx.lifecycle.e$a.a(g15, androidx.lifecycle.c$b) (SourceFile:18)
09-02 17:27:18.840  6534  6534 I zygote  :   at void androidx.lifecycle.e.i() (SourceFile:329)
09-02 17:27:18.840  6534  6534 I zygote  :   at void androidx.lifecycle.e.g(androidx.lifecycle.c$c) (SourceFile:51)
09-02 17:27:18.840  6534  6534 I zygote  :   at void androidx.lifecycle.e.f(androidx.lifecycle.c$b) (SourceFile:10)
09-02 17:27:18.840  6534  6534 I zygote  :   at void androidx.lifecycle.i.a(android.app.Activity, androidx.lifecycle.c$b) (SourceFile:29)
09-02 17:27:18.840  6534  6534 I zygote  :   at void androidx.lifecycle.i.b(androidx.lifecycle.c$b) (SourceFile:11)
09-02 17:27:18.840  6534  6534 I zygote  :   at void androidx.lifecycle.i.onActivityCreated(android.os.Bundle) (SourceFile:6)
09-02 17:27:18.840  6534  6534 I zygote  :   at void android.app.Fragment.performActivityCreated(android.os.Bundle) (Fragment.java:2620)
09-02 17:27:18.840  6534  6534 I zygote  :   at void android.app.FragmentManagerImpl.moveToState(android.app.Fragment, int, int, int, boolean) (FragmentManager.java:1296)
09-02 17:27:18.840  6534  6534 I zygote  :   at void android.app.FragmentManagerImpl.moveFragmentToExpectedState(android.app.Fragment) (FragmentManager.java:1549)
09-02 17:27:18.840  6534  6534 I zygote  :   at void android.app.FragmentManagerImpl.moveToState(int, boolean) (FragmentManager.java:1611)
09-02 17:27:18.840  6534  6534 I zygote  :   at void android.app.FragmentManagerImpl.dispatchMoveToState(int) (FragmentManager.java:3045)
09-02 17:27:18.840  6534  6534 I zygote  :   at void android.app.FragmentManagerImpl.dispatchActivityCreated() (FragmentManager.java:2997)
09-02 17:27:18.840  6534  6534 I zygote  :   at void android.app.FragmentController.dispatchActivityCreated() (FragmentController.java:179)
09-02 17:27:18.840  6534  6534 I zygote  :   at void android.app.Activity.performCreateCommon() (Activity.java:7177)
09-02 17:27:18.840  6534  6534 I zygote  :   at void android.app.Activity.performCreate(android.os.Bundle) (Activity.java:7185)
09-02 17:27:18.840  6534  6534 I zygote  :   at void android.app.Instrumentation.callActivityOnCreate(android.app.Activity, android.os.Bundle) (Instrumentation.java:1220)
09-02 17:27:18.840  6534  6534 I zygote  :   at android.app.Activity android.app.ActivityThread.performLaunchActivity(android.app.ActivityThread$ActivityClientRecord, android.content.Intent) (ActivityThread.java:2910)
09-02 17:27:18.840  6534  6534 I zygote  :   at void android.app.ActivityThread.handleLaunchActivity(android.app.ActivityThread$ActivityClientRecord, android.content.Intent, java.lang.String) (ActivityThread.java:3032)
09-02 17:27:18.840  6534  6534 I zygote  :   at void android.app.ActivityThread.-wrap11(android.app.ActivityThread, android.app.ActivityThread$ActivityClientRecord, android.content.Intent, java.lang.String) (ActivityThread.java:-1)
09-02 17:27:18.840  6534  6534 I zygote  :   at void android.app.ActivityThread$H.handleMessage(android.os.Message) (ActivityThread.java:1696)
09-02 17:27:18.840  6534  6534 I zygote  :   at void android.os.Handler.dispatchMessage(android.os.Message) (Handler.java:105)
09-02 17:27:18.840  6534  6534 I zygote  :   at void android.os.Looper.loop() (Looper.java:164)
09-02 17:27:18.840  6534  6534 I zygote  :   at void android.app.ActivityThread.main(java.lang.String[]) (ActivityThread.java:6940)
09-02 17:27:18.840  6534  6534 I zygote  :   at java.lang.Object java.lang.reflect.Method.invoke(java.lang.Object, java.lang.Object[]) (Method.java:-2)
09-02 17:27:18.840  6534  6534 I zygote  :   at void com.android.internal.os.Zygote$MethodAndArgsCaller.run() (Zygote.java:327)
09-02 17:27:18.840  6534  6534 I zygote  :   at void com.android.internal.os.ZygoteInit.main(java.lang.String[]) (ZygoteInit.java:1374)
09-02 17:27:18.840  6534  6534 I zygote  : Caused by: java.lang.ClassNotFoundException: Didn't find class "com.miui.referrer.api.GetAppsReferrerStateListener" on path: DexPathList[[zip file "/data/app/com.opera.browser-nT8zLVv577nPWj5rs8AXUA==/base.apk", zip file "/data/app/com.opera.browser-nT8zLVv577nPWj5rs8AXUA==/split_config.armeabi_v7a.apk", zip file "/data/app/com.opera.browser-nT8zLVv577nPWj5rs8AXUA==/split_config.en.apk", zip file "/data/app/com.opera.browser-nT8zLVv577nPWj5rs8AXUA==/split_config.xhdpi.apk"],nativeLibraryDirectories=[/data/app/com.opera.browser-nT8zLVv577nPWj5rs8AXUA==/lib/arm, /data/app/com.opera.browser-nT8zLVv577nPWj5rs8AXUA==/base.apk!/lib/armeabi-v7a, /data/app/com.opera.browser-nT8zLVv577nPWj5rs8AXUA==/split_config.armeabi_v7a.apk!/lib/armeabi-v7a, /data/app/com.opera.browser-nT8zLVv577nPWj5rs8AXUA==/split_config.en.apk!/lib/armeabi-v7a, /data/app/com.opera.browser-nT8zLVv577nPWj5rs8AXUA==/split_config.xhdpi.apk!/lib/armeabi-v7a, /system/lib, /vendor/lib]]
09-02 17:27:18.840  6534  6534 I zygote  :   at java.lang.Class dalvik.system.BaseDexClassLoader.findClass(java.lang.String) (BaseDexClassLoader.java:93)
09-02 17:27:18.840  6534  6534 I zygote  :   at java.lang.Class java.lang.ClassLoader.loadClass(java.lang.String, boolean) (ClassLoader.java:379)
09-02 17:27:18.840  6534  6534 I zygote  :   at java.lang.Class java.lang.ClassLoader.loadClass(java.lang.String) (ClassLoader.java:312)
09-02 17:27:18.840  6534  6534 I zygote  :   at void com.appsflyer.internal.AFa1eSDK.afDebugLog() (SourceFile:20)
09-02 17:27:18.840  6534  6534 I zygote  :   at com.appsflyer.AppsFlyerLib com.appsflyer.internal.AFa1eSDK.init(java.lang.String, com.appsflyer.AppsFlyerConversionListener, android.content.Context) (SourceFile:100)
09-02 17:27:18.840  6534  6534 I zygote  :   at void com.opera.android.AppsflyerInitializer.b() (SourceFile:397)
09-02 17:27:18.840  6534  6534 I zygote  :   at void com.opera.android.AppsflyerInitializer.h(g15) (SourceFile:9)
09-02 17:27:18.840  6534  6534 I zygote  :   at void androidx.lifecycle.FullLifecycleObserverAdapter.q(g15, androidx.lifecycle.c$b) (SourceFile:43)
09-02 17:27:18.840  6534  6534 I zygote  :   at void androidx.lifecycle.e$a.a(g15, androidx.lifecycle.c$b) (SourceFile:18)
09-02 17:27:18.840  6534  6534 I zygote  :   at void androidx.lifecycle.e.i() (SourceFile:329)
09-02 17:27:18.840  6534  6534 I zygote  :   at void androidx.lifecycle.e.g(androidx.lifecycle.c$c) (SourceFile:51)
09-02 17:27:18.840  6534  6534 I zygote  :   at void androidx.lifecycle.e.f(androidx.lifecycle.c$b) (SourceFile:10)
09-02 17:27:18.840  6534  6534 I zygote  :   at void androidx.lifecycle.i.a(android.app.Activity, androidx.lifecycle.c$b) (SourceFile:29)
09-02 17:27:18.840  6534  6534 I zygote  :   at void androidx.lifecycle.i.b(androidx.lifecycle.c$b) (SourceFile:11)
09-02 17:27:18.840  6534  6534 I zygote  :   at void androidx.lifecycle.i.onActivityCreated(android.os.Bundle) (SourceFile:6)
09-02 17:27:18.840  6534  6534 I zygote  :   at void android.app.Fragment.performActivityCreated(android.os.Bundle) (Fragment.java:2620)
09-02 17:27:18.840  6534  6534 I zygote  :   at void android.app.FragmentManagerImpl.moveToState(android.app.Fragment, int, int, int, boolean) (FragmentManager.java:1296)
09-02 17:27:18.840  6534  6534 I zygote  :   at void android.app.FragmentManagerImpl.moveFragmentToExpectedState(android.app.Fragment) (FragmentManager.java:1549)
09-02 17:27:18.840  6534  6534 I zygote  :   at void android.app.FragmentManagerImpl.moveToState(int, boolean) (FragmentManager.java:1611)
09-02 17:27:18.840  6534  6534 I zygote  :   at void android.app.FragmentManagerImpl.dispatchMoveToState(int) (FragmentManager.java:3045)
09-02 17:27:18.840  6534  6534 I zygote  :   at void android.app.FragmentManagerImpl.dispatchActivityCreated() (FragmentManager.java:2997)
09-02 17:27:18.840  6534  6534 I zygote  :   at void android.app.FragmentController.dispatchActivityCreated() (FragmentController.java:179)
09-02 17:27:18.840  6534  6534 I zygote  :   at void android.app.Activity.performCreateCommon() (Activity.java:7177)
09-02 17:27:18.840  6534  6534 I zygote  :   at void android.app.Activity.performCreate(android.os.Bundle) (Activity.java:7185)
09-02 17:27:18.840  6534  6534 I zygote  :   at void android.app.Instrumentation.callActivityOnCreate(android.app.Activity, android.os.Bundle) (Instrumentation.java:1220)
09-02 17:27:18.840  6534  6534 I zygote  :   at android.app.Activity android.app.ActivityThread.performLaunchActivity(android.app.ActivityThread$ActivityClientRecord, android.content.Intent) (ActivityThread.java:2910)
09-02 17:27:18.840  6534  6534 I zygote  :   at void android.app.ActivityThread.handleLaunchActivity(android.app.ActivityThread$ActivityClientRecord, android.content.Intent, java.lang.String) (ActivityThread.java:3032)
09-02 17:27:18.840  6534  6534 I zygote  :   at void android.app.ActivityThread.-wrap11(android.app.ActivityThread, android.app.ActivityThread$ActivityClientRecord, android.content.Intent, java.lang.String) (ActivityThread.java:-1)
09-02 17:27:18.840  6534  6534 I zygote  :   at void android.app.ActivityThread$H.handleMessage(android.os.Message) (ActivityThread.java:1696)
09-02 17:27:18.840  6534  6534 I zygote  :   at void android.os.Handler.dispatchMessage(android.os.Message) (Handler.java:105)
09-02 17:27:18.841  6534  6534 I zygote  :   at void android.os.Looper.loop() (Looper.java:164)
09-02 17:27:18.841  6534  6534 I zygote  :   at void android.app.ActivityThread.main(java.lang.String[]) (ActivityThread.java:6940)
09-02 17:27:18.841  6534  6534 I zygote  :   at java.lang.Object java.lang.reflect.Method.invoke(java.lang.Object, java.lang.Object[]) (Method.java:-2)
09-02 17:27:18.841  6534  6534 I zygote  :   at void com.android.internal.os.Zygote$MethodAndArgsCaller.run() (Zygote.java:327)
09-02 17:27:18.841  6534  6534 I zygote  :   at void com.android.internal.os.ZygoteInit.main(java.lang.String[]) (ZygoteInit.java:1374)
09-02 17:27:18.841  6534  6534 I zygote  : 
09-02 17:27:18.891  7881  4225 E fb4a.msys: E[N data-request]_HandleDataResponse(1782)=>Data request error for task d3dac2aa-e7cc-43e9-bf65-5d92ad903bcc (response type 1): (null)
09-02 17:27:18.892  7881  4229 E fb4a.msys: E[S task_queue_handling]MCDLightSpeedTaskExecutorNetworkCompletionCallback(1017)=>Handling send error for taskId=6 batchSize=1 queue=secure_message_over_wa_generate_cat
09-02 17:27:18.892  7881  4229 E fb4a.msys: E[S task_queue_handling]MCDLightSpeedTaskExecutorNetworkCompletionCallback(1071)=>Error content with 18 bytes: Error Domain=com.facebook.http.error Code=401 UserInfo=0xc81ec000 {MCFErrorDirectLocalizedDescriptionKey=Client error}
09-02 17:27:18.896  7881  6372 E fb4a.T157805820: TigonMhrLogger::logRequestIfNeeded
09-02 17:27:18.896  7881  6372 E fb4a.T157805820: TigonWifiInfoLogger::init
09-02 17:27:18.896  7881  6372 E fb4a.T157805820: TigonMhrFbcLogger::logRequestIfNeeded
09-02 17:27:18.896  7881  6372 E fb4a.T157805820: TigonCellTowerInfoLogger::logRequestIfNeeded
09-02 17:27:18.896  7881  6372 E fb4a.T157805820: TigonCertificateVerificationLogger::logRequestIfNeeded
09-02 17:27:18.896  7881  6372 E fb4a.T157805820: TigonTransientAnalysisLogger::logRequestIfNeeded
09-02 17:27:18.896  7881  6372 E fb4a.T157805820: TigonProviderConnectionDeviceInfoLogger::logRequestIfNeeded
09-02 17:27:18.896  7881  6372 E fb4a.T157805820: TigonCellTowerInfoPapayaLogger::logRequestIfNeeded
09-02 17:27:18.897  7881  6372 E fb4a.T157805820: NetworkUtilisationLogger::logRequestIfNeeded
09-02 17:27:18.907  3979 10224 D ConnectivityService: filterNetworkStateForUid() uid: 10158 networkInfo: [type: WIFI[] - WIFI, state: CONNECTED/CONNECTED, reason: (unspecified), extra: "WiFi 69", failover: false, available: true, roaming: false, metered: false]
09-02 17:27:18.921  6534  6623 D NetworkSecurityConfig: Using Network Security Config from resource network_security_config_official_build debugBuild: false
09-02 17:27:18.921  6534  6629 I FA      : Tag Manager is not found and thus will not be used
09-02 17:27:18.925  6534  6629 I zygote  : Deoptimizing java.lang.Object hs.b(java.lang.Object) due to JIT inline cache
09-02 17:27:18.925  6534  6670 D OpenGLRenderer: HWUI GL Pipeline
09-02 17:27:18.929  6534  6623 I System.out: (HTTPLog)-Static: isSBSettingEnabled false
09-02 17:27:18.929  6534  6623 I System.out: (HTTPLog)-Static: isSBSettingEnabled false
09-02 17:27:18.931  3614  3927 D DnsProxyListener: DNSDBG::dns addrinfo af 2
09-02 17:27:18.932  6534  6534 D ViewRootImpl@bf9aa7e[Opera]: setView = DecorView@81f08a[Opera] TM=true MM=false
09-02 17:27:18.933  3979  4635 D ActivityManager: post active user change for 0 fullscreen true isHomeActivity() false
09-02 17:27:18.958 22051 22051 D BoundBrokerSvc: onBind: Intent { act=com.google.android.gms.auth.blockstore.service.START dat=chimera-action: cmp=com.google.android.gms/.chimera.GmsApiService }
09-02 17:27:18.959 22051 22051 D BoundBrokerSvc: Loading bound service for intent: Intent { act=com.google.android.gms.auth.blockstore.service.START dat=chimera-action: cmp=com.google.android.gms/.chimera.GmsApiService }
09-02 17:27:18.976  3979  4672 D ConnectivityService: filterNetworkStateForUid() uid: 10158 networkInfo: [type: WIFI[] - WIFI, state: CONNECTED/CONNECTED, reason: (unspecified), extra: "WiFi 69", failover: false, available: true, roaming: false, metered: false]
09-02 17:27:18.977  3979  4672 D ConnectivityService: filterNetworkStateForUid() uid: 10158 networkInfo: [type: WIFI[] - WIFI, state: CONNECTED/CONNECTED, reason: (unspecified), extra: "WiFi 69", failover: false, available: true, roaming: false, metered: false]
09-02 17:27:18.982  3979  3994 D ConnectivityService: filterNetworkStateForUid() uid: 1000 networkInfo: [type: WIFI[] - WIFI, state: CONNECTED/CONNECTED, reason: (unspecified), extra: "WiFi 69", failover: false, available: true, roaming: false, metered: false]
09-02 17:27:18.983  3979  3994 D ConnectivityService: filterNetworkStateForUid() uid: 10158 networkInfo: [type: WIFI[] - WIFI, state: CONNECTED/CONNECTED, reason: (unspecified), extra: "WiFi 69", failover: false, available: true, roaming: false, metered: false]
09-02 17:27:18.989  3979  3994 D ConnectivityService: filterNetworkStateForUid() uid: 1000 networkInfo: [type: WIFI[] - WIFI, state: CONNECTED/CONNECTED, reason: (unspecified), extra: "WiFi 69", failover: false, available: true, roaming: false, metered: false]
09-02 17:27:18.999  6534  6534 V InputMethodManager: Not IME target window, ignoring
09-02 17:27:19.005  6534  6534 D ViewRootImpl@bf9aa7e[Opera]: dispatchAttachedToWindow
09-02 17:27:19.013  3979  4672 V WindowManager: Relayout Window{de440a1 u0 com.opera.browser/com.opera.Opera}: viewVisibility=0 req=719x1237 WM.LayoutParams{(0,0)(fillxfill) sim=#110 ty=1 fl=#89810100 pfl=0x20000 wanim=0x10302fd vsysui=0x2700 needsMenuKey=2 colorMode=0 naviIconColor=0}
09-02 17:27:19.015  6534  6539 I zygote  : Do full code cache collection, code=102KB, data=103KB
09-02 17:27:19.015  6534  6539 I zygote  : After code cache collection, code=55KB, data=51KB
09-02 17:27:19.016  6534  6539 I zygote  : Compiler allocated 5MB to compile void pr.w2(java.io.DataOutputStream, in)
09-02 17:27:19.019  3462  3462 I SurfaceFlinger: id=3478 createSurf (720x1280),1 flag=404, com.opera.browser/com.opera.Opera#0
09-02 17:27:19.019  3979  4672 V Surface : sf_framedrop debug : 0x4f4c, game : false, logging : 0
09-02 17:27:19.023  3979  4672 D InputDispatcher: Focus entered window: 6534
09-02 17:27:19.024  6534  6534 V Surface : sf_framedrop debug : 0x4f4c, game : false, logging : 0
