--------- beginning of main
09-02 18:45:46.590 14031 14031 E adbd    : recv: OPEN 000264e7 00000000 0095:73 68 65 6C 6C 2C 76 32 2C 54 45 52 4D 3D 78 74 65 72 6D 2D 32 35 36 63 6F 6C 6F 72 2C 72 61 77 3A 61 6D 20 73 74 61 72 74 20 2D 53 20 2D 61 20 61 6E 64 72 6F 69 64 2E 69 6E 74 65 6E 74 2E 61 63 74 69 6F 6E 2E 56 49 45 57 20 2D 6E 20 6F 72 67 2E 6D 6F 7A 69 6C 6C 61 2E 66 69 72 65 66 6F 78 2F 6F 72 67 2E 6D 6F 7A 69 6C 6C 61 2E 67 65 63 6B 6F 2E 42 72 6F 77 73 65 72 41 70 70 20 2D 2D 61 63 74 69 76 69 74 79 2D 63 6C 65 61 72 2D 74 61 73 6B 00 
09-02 18:45:46.590 14031 14031 E adbd    : service_to_fd: shell,v2,TERM=xterm-256color,raw:am start -S -a android.intent.action.VIEW -n org.mozilla.firefox/org.mozilla.gecko.BrowserApp --activity-clear-task
09-02 18:45:47.495  8014  8014 D TimaKeyStoreProvider: TimaKeyStore is not enabled: cannot add TimaSignature Service and generateKeyPair Service
09-02 18:45:47.495  8014  8014 D ActivityThread: Added TimaKeyStore provider
09-02 18:45:47.499  3979  5965 I ActivityManager: DSS on for org.mozilla.firefox and scale is 1.0
09-02 18:45:47.499  3979  5983 D ConnectivityService: filterNetworkStateForUid() uid: 10025 networkInfo: [type: WIFI[] - WIFI, state: CONNECTED/CONNECTED, reason: (unspecified), extra: "WiFi 69", failover: false, available: true, roaming: false, metered: false]
09-02 18:45:47.501  7948  7981 I libglean_ffi: glean_core::core: Upload enabled: true
09-02 18:45:47.509  3979  3988 I zygote64: Background concurrent copying GC freed 355574(17MB) AllocSpace objects, 199(3MB) LOS objects, 38% free, 38MB/62MB, paused 556us total 187.838ms
09-02 18:45:47.523  8014  8014 I zygote64: no shared libraies, dex_files: 1
09-02 18:45:47.554  7881  4225 E fb4a.msys: E[N data-request]_HandleDataResponse(1782)=>Data request error for task f9cfb676-ebcd-4a8c-ac7b-194d2e635f82 (response type 1): (null)
09-02 18:45:47.556  7881  4229 E fb4a.msys: E[S task_queue_handling]MCDLightSpeedTaskExecutorNetworkCompletionCallback(1017)=>Handling send error for taskId=6 batchSize=1 queue=secure_message_over_wa_generate_cat
09-02 18:45:47.557  7881  4229 E fb4a.msys: E[S task_queue_handling]MCDLightSpeedTaskExecutorNetworkCompletionCallback(1071)=>Error content with 18 bytes: Error Domain=com.facebook.http.error Code=401 UserInfo=0xc7b4c300 {MCFErrorDirectLocalizedDescriptionKey=Client error}
09-02 18:45:47.562  3979  5965 D ConnectivityService: filterNetworkStateForUid() uid: 10154 networkInfo: [type: WIFI[] - WIFI, state: CONNECTED/CONNECTED, reason: (unspecified), extra: "WiFi 69", failover: false, available: true, roaming: false, metered: false]
09-02 18:45:47.565  7881  7839 E fb4a.T157805820: TigonMhrLogger::logRequestIfNeeded
09-02 18:45:47.565  7881  7839 E fb4a.T157805820: TigonWifiInfoLogger::init
09-02 18:45:47.565  7881  7839 E fb4a.T157805820: TigonMhrFbcLogger::logRequestIfNeeded
09-02 18:45:47.565  7948  7959 I zygote64: Background concurrent copying GC freed 11419(880KB) AllocSpace objects, 12(328KB) LOS objects, 50% free, 3MB/6MB, paused 329us total 125.131ms
09-02 18:45:47.566  7881  7839 E fb4a.T157805820: TigonCellTowerInfoLogger::logRequestIfNeeded
09-02 18:45:47.566  7881  7839 E fb4a.T157805820: TigonCertificateVerificationLogger::logRequestIfNeeded
09-02 18:45:47.566  7881  7839 E fb4a.T157805820: TigonTransientAnalysisLogger::logRequestIfNeeded
09-02 18:45:47.566  7881  7839 E fb4a.T157805820: TigonProviderConnectionDeviceInfoLogger::logRequestIfNeeded
09-02 18:45:47.566  7881  7839 E fb4a.T157805820: TigonCellTowerInfoPapayaLogger::logRequestIfNeeded
09-02 18:45:47.566  7881  7839 E fb4a.T157805820: NetworkUtilisationLogger::logRequestIfNeeded
09-02 18:45:47.571  7948  7948 I FenixApplication: AutoPushFeature is configured, initializing it...
09-02 18:45:47.574  7948  7948 I AbstractFirebasePushService: start
09-02 18:45:47.574  8014  8014 I ServiceChildProcess: onCreate
09-02 18:45:47.579  8014  8051 I GeckoThread: preparing to run Gecko
09-02 18:45:47.589  7881 11527 W ResourceType: ResTable_typeSpec entry count inconsistent: given 77, previously 79
09-02 18:45:47.590  7881 11527 W ResourceType: ResTable_typeSpec entry count inconsistent: given 3309, previously 3332
09-02 18:45:47.590  7881 11527 W ResourceType: ResTable_typeSpec entry count inconsistent: given 518, previously 4352
09-02 18:45:47.594  3979  5965 D PackageManager: setEnabledSetting : userId = 0 packageName = org.mozilla.firefox cmp = androidx.work.impl.background.systemalarm.RescheduleReceiver newState = 1 callingPackage = 10154/org.mozilla.firefox
09-02 18:45:47.617  3979  5977 D ConnectivityService: filterNetworkStateForUid() uid: 10154 networkInfo: [type: WIFI[] - WIFI, state: CONNECTED/CONNECTED, reason: (unspecified), extra: "WiFi 69", failover: false, available: true, roaming: false, metered: false]
09-02 18:45:47.630  3979  9339 D ConnectivityService: filterNetworkStateForUid() uid: 10154 networkInfo: [type: WIFI[] - WIFI, state: CONNECTED/CONNECTED, reason: (unspecified), extra: "WiFi 69", failover: false, available: true, roaming: false, metered: false]
09-02 18:45:47.632  3979  5983 I ActivityManager: START u0 {act=android.intent.action.VIEW typ=null flg=0x0 cmp=ComponentInfo{org.mozilla.firefox/org.mozilla.fenix.HomeActivity}} from uid 10154
09-02 18:45:47.634  3979  5965 D ConnectivityService: filterNetworkStateForUid() uid: 10154 networkInfo: [type: WIFI[] - WIFI, state: CONNECTED/CONNECTED, reason: (unspecified), extra: "WiFi 69", failover: false, available: true, roaming: false, metered: false]
09-02 18:45:47.639  7948  8049 D ConnectivityManager: requestNetwork; CallingUid : 10154, CallingPid : 7948
09-02 18:45:47.642  3979  5965 D ConnectivityService: requestNetwork for uid/pid:10154/7948 NetworkRequest [ TRACK_DEFAULT id=1240, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VPN] ]
09-02 18:45:47.643  3979  4180 D ConnectivityService: rematching NetworkAgentInfo [WIFI () - 502]
09-02 18:45:47.644  3979  4180 D ConnectivityService:  network has: [ Transports: WIFI Capabilities: NOT_METERED&INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VPN&VALIDATED&FOREGROUND LinkUpBandwidth>=1048576Kbps LinkDnBandwidth>=1048576Kbps SignalStrength: -57]
09-02 18:45:47.644  3979  4180 D ConnectivityService: Network NetworkAgentInfo [WIFI () - 502] was already satisfying request 3. No change.
09-02 18:45:47.644  3979  4180 D ConnectivityService: Network NetworkAgentInfo [WIFI () - 502] was already satisfying request 1191. No change.
09-02 18:45:47.644  3979  4180 D ConnectivityService: Network NetworkAgentInfo [WIFI () - 502] was already satisfying request 1. No change.
09-02 18:45:47.644  3979  4180 D ConnectivityService:   checking if request is satisfied: NetworkRequest [ TRACK_DEFAULT id=1240, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VPN] ]
09-02 18:45:47.644  3979  4180 D ConnectivityService: currentScore = 0, newScore = 60
09-02 18:45:47.644  3979  4180 D ConnectivityService: rematch for NetworkAgentInfo [WIFI () - 502]
09-02 18:45:47.644  3979  4180 D ConnectivityService:    accepting network in place of null
09-02 18:45:47.645  3979  4180 D ConnectivityService: sending new Min Network Score(60): NetworkRequest [ TRACK_DEFAULT id=1240, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VPN] ]
09-02 18:45:47.645  3979  4177 D WIFI_P2P: got request NetworkRequest [ TRACK_DEFAULT id=1240, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VPN] ] with score 60
09-02 18:45:47.645  4633  4633 D PhoneSwitcherNetworkRequstListener: got request NetworkRequest [ TRACK_DEFAULT id=1240, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VPN] ] with score 60
09-02 18:45:47.645  3979  4177 D WIFI_P2P:   my score=60, my filter=[ Transports: WIFI Capabilities: WIFI_P2P&NOT_RESTRICTED&TRUSTED&NOT_VPN LinkUpBandwidth>=1048576Kbps LinkDnBandwidth>=1048576Kbps]
09-02 18:45:47.645  4633  4633 D PhoneSwitcherNetworkRequstListener:   my score=101, my filter=[ Transports: CELLULAR Capabilities: MMS&SUPL&DUN&FOTA&IMS&CBS&IA&RCS&XCAP&EIMS&INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VPN&ENT1 Specifier: <android.net.MatchAllNetworkSpecifier@0>]
09-02 18:45:47.645  4633  4633 D PhoneSwitcherNetworkRequstListener: evalRequest
09-02 18:45:47.645  3979  4177 D WIFI_P2P: evalRequest
09-02 18:45:47.645  4633  4633 D PhoneSwitcherNetworkRequstListener:   needNetworkFor
09-02 18:45:47.645  3979  4180 D ConnectivityService: MultiNetwork Request(TransportType - Wi-Fi request). Internet Capability doesn't required (false)
09-02 18:45:47.645  3979  4177 D WIFI_P2P:   done
09-02 18:45:47.645  3979  4153 D WIFI    : got request NetworkRequest [ TRACK_DEFAULT id=1240, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VPN] ] with score 60
09-02 18:45:47.645  3979  4306 D Ethernet: got request NetworkRequest [ TRACK_DEFAULT id=1240, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VPN] ] with score 60
09-02 18:45:47.645  3979  4180 D ConnectivityService: Network NetworkAgentInfo [WIFI () - 502] was already satisfying request 140. No change.
09-02 18:45:47.645  3979  4153 D WIFI    :   my score=60, my filter=[ Transports: WIFI Capabilities: NOT_METERED&INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VPN LinkUpBandwidth>=1048576Kbps LinkDnBandwidth>=1048576Kbps]
09-02 18:45:47.645  3979  4153 D WIFI    : evalRequest
09-02 18:45:47.645  3979  4153 D WIFI    :   needNetworkFor
09-02 18:45:47.645  3979  4153 D WIFI_UT : got request NetworkRequest [ TRACK_DEFAULT id=1240, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VPN] ] with score 60
09-02 18:45:47.645  3979  4306 D Ethernet:   my score=-1, my filter=[ Transports: ETHERNET Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VPN LinkUpBandwidth>=100000Kbps LinkDnBandwidth>=100000Kbps]
09-02 18:45:47.645  3979  4153 D WIFI_UT :   my score=2147483647, my filter=[ Transports: WIFI Capabilities: NOT_METERED&INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VPN LinkUpBandwidth>=1048576Kbps LinkDnBandwidth>=1048576Kbps]
09-02 18:45:47.645  3979  4306 D Ethernet: evalRequest
09-02 18:45:47.645  3979  4153 D WIFI_UT : evalRequest
09-02 18:45:47.645  3979  4180 D ConnectivityService: sending notification AVAILABLE for NetworkRequest [ TRACK_DEFAULT id=1240, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VPN] ]
09-02 18:45:47.645  3979  4306 D Ethernet:   done
09-02 18:45:47.645  3979  4153 D WIFI_UT :   needNetworkFor
09-02 18:45:47.646  3979  4180 D ConnectivityService: sending notification CAP_CHANGED for NetworkRequest [ TRACK_DEFAULT id=1240, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VPN] ]
09-02 18:45:47.646  3979  4180 D ConnectivityService: sending notification IP_CHANGED for NetworkRequest [ TRACK_DEFAULT id=1240, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VPN] ]
09-02 18:45:47.651  7948  8050 I push::internal::communications::rate_limiter: No need to reset inner timestamp and count for verify_connection.
09-02 18:45:47.652  3979  5965 D ConnectivityService: filterNetworkStateForUid() uid: 10154 networkInfo: [type: WIFI[] - WIFI, state: CONNECTED/CONNECTED, reason: (unspecified), extra: "WiFi 69", failover: false, available: true, roaming: false, metered: false]
09-02 18:45:47.653  3979  9339 D ConnectivityService: filterNetworkStateForUid() uid: 10154 networkInfo: [type: WIFI[] - WIFI, state: CONNECTED/CONNECTED, reason: (unspecified), extra: "WiFi 69", failover: false, available: true, roaming: false, metered: false]
09-02 18:45:47.662  3979  4046 D ViewRootImpl@36921d4[firefox]: setView = DecorView@87c7e72[firefox] TM=true MM=false
09-02 18:45:47.670  7948  8050 I push::internal::communications::rate_limiter: Not allowed: count(138) > 1 for verify_connection.
09-02 18:45:47.671  7948  7948 I Choreographer: Skipped 36 frames!  The application may be doing too much work on its main thread.
09-02 18:45:47.672  7948  8050 I AutoPushFeature: No change to subscriptions. Doing nothing.
09-02 18:45:47.672  3979  4046 D ViewRootImpl@36921d4[firefox]: dispatchAttachedToWindow
09-02 18:45:47.673  3979  4046 V WindowManager: Relayout Window{a0a2f7d u0 Splash Screen org.mozilla.firefox}: viewVisibility=0 req=719x1237 WM.LayoutParams{(0,0)(fillxfill) sim=#20 ty=3 fl=#81830118 pfl=0x20011 fmt=-3 wanim=0x10302ea vsysui=0x600 needsMenuKey=2 colorMode=0 naviIconColor=0}
09-02 18:45:47.678  3462  3462 I SurfaceFlinger: id=3936 createSurf (720x1280),1 flag=4, Splash Screen org.mozilla.firefox#0
09-02 18:45:47.679  3979  4046 V Surface : sf_framedrop debug : 0x4f4c, game : false, logging : 0
09-02 18:45:47.683  3979  4046 D ViewRootImpl@36921d4[firefox]: Relayout returned: old=[0,0][0,0] new=[0,0][720,1280] result=0x7 surface={valid=true 535186522112} changed=true
09-02 18:45:47.704  3979  4046 V WindowManager: finishDrawingLocked: mDrawState=COMMIT_DRAW_PENDING Window{a0a2f7d u0 Splash Screen org.mozilla.firefox} in Surface(name=Splash Screen org.mozilla.firefox)
09-02 18:45:47.749  3979  5977 D ActivityManager: isScaleDownAnimationEnabled() : false
09-02 18:45:47.752  3979  5977 D PersonaManagerService: Current focused persona service handled id set to : 0
09-02 18:45:47.752  3979  5977 D InputDispatcher: Focused application set to: xxxx
09-02 18:45:47.753  3979  4238 D GameManagerService: handleForegroundChange(). pkgName: org.mozilla.firefox, clsName: org.mozilla.fenix.HomeActivity,FgActivityName:org.mozilla.firefox/org.mozilla.fenix.HomeActivity
09-02 18:45:47.754  3979  4238 D GameManagerService:   handleForegroundChange(). same package. game has never resumed yet. ignore
09-02 18:45:47.754  3979  5977 D MARsPolicyManager: onPackageResumedFG pkgName = org.mozilla.firefox, userId = 0
09-02 18:45:47.777  7887  7914 D OpenGLRenderer: eglDestroySurface = 0x7cc1b92d80
09-02 18:45:47.779  3462  3462 V Surface : sf_framedrop debug : 0x4f4c, game : false, logging : 0
09-02 18:45:47.782  7948  7953 I zygote64: Do partial code cache collection, code=123KB, data=78KB
09-02 18:45:47.783  7948  7953 I zygote64: After code cache collection, code=123KB, data=78KB
09-02 18:45:47.783  7948  7953 I zygote64: Increasing code cache capacity to 512KB
09-02 18:45:47.790  3979  5977 D TaskSnapshotCache: putSnapshot mTaskId=1131 RunningCache size=4
09-02 18:45:47.796  3979  5983 V WindowManager: Relayout Window{429ccad u0 com.example.batterymanager_utility/com.example.batterymanager_utility.MainActivity}: viewVisibility=8 req=720x1280 WM.LayoutParams{(0,0)(fillxfill) sim=#120 ty=1 fl=#81810100 pfl=0x20000 wanim=0x10302fd vsysui=0x600 needsMenuKey=2 colorMode=0 naviIconColor=0}
09-02 18:45:47.805  7887  7887 D ViewRootImpl@110cd72[MainActivity]: Relayout returned: old=[0,0][720,1280] new=[0,0][720,1280] result=0x5 surface={valid=false 0} changed=true
09-02 18:45:47.807  3979  3996 D WindowManager: set systemUiVisibility : systemUiFlags= 0x608 fullscreenStackSysUiFlags= 0x0
09-02 18:45:47.811  3462  3462 I SurfaceFlinger: Display 0 HWC layers:
09-02 18:45:47.811  3462  3462 I SurfaceFlinger:     type    |    handle    | flag |  format   |   source crop (l,t,r,b)    |         frame       | name 
09-02 18:45:47.811  3462  3462 I SurfaceFlinger: ------------+--------------+------+-----------+----------------------------+---------------------+------
09-02 18:45:47.811  3462  3462 I SurfaceFlinger:      Client |              | 0000 |  Unknown  |  -0.2   -0.2   -0.8   -0.8 |    0    0  720 1280 | animation background stackId=1#0
09-02 18:45:47.811  3462  3462 I SurfaceFlinger:      Client | 0x7abdc726c0 | 0002 | RGBA_8888 |   0.0    0.0  720.0 1280.0 |    0    0  720 1279 | com.example.batterymanager_utility/c[...]atterymanager_utility.MainActivity#0
09-02 18:45:47.811  3462  3462 I SurfaceFlinger:      Device | 0x7ac4c24d80 | 0000 | RGBA_8888 |   0.0    0.0  720.0   42.0 |    0    0  720   42 | StatusBar#0
09-02 18:45:47.811  3462  3462 I SurfaceFlinger: 
09-02 18:45:47.816  4349  4372 D SystemServicesProxy: updateOverviewLastStackActiveTimeAsync: newTime=1693559943942
09-02 18:45:47.817  3979  5977 D SecContentProvider: query(), uri = 17 selection = isSettingsChangesAllowed
09-02 18:45:47.817  3979  5977 D SecContentProvider: called from android.uid.systemui:10009
09-02 18:45:47.818  4349  4561 D SystemServicesProxy: updateOverviewLastStackActiveTimeAsync: done.
09-02 18:45:47.863  4349  4850 D SystemServicesProxy: updateOverviewLastStackActiveTimeAsync: newTime=1693559943942
09-02 18:45:47.864  3979  5977 D SecContentProvider: query(), uri = 17 selection = isSettingsChangesAllowed
09-02 18:45:47.864  3979  5977 D SecContentProvider: called from android.uid.systemui:10009
09-02 18:45:47.865  4349  4561 D SystemServicesProxy: updateOverviewLastStackActiveTimeAsync: done.
09-02 18:45:47.865  7948  7982 W ResourceType: Too many attribute references, stopped at: 0x01010099
09-02 18:45:47.900  3979  5977 D StorageManagerService: getExternalStorageMountMode : 1
09-02 18:45:47.901  3979  5977 D StorageManagerService: getExternalStorageMountMode : 3
09-02 18:45:47.901  3979  5977 D StorageManagerService: getExternalStorageMountMode : final mountMode=1, uid : 10154, packageName : org.mozilla.firefox
09-02 18:45:47.901  3979  5977 I ApplicationPolicy: isApplicationExternalStorageWhitelisted:org.mozilla.firefox user:0
09-02 18:45:47.901  3979  5977 D ApplicationPolicy: isApplicationExternalStorageWhitelisted: DO is not enabled on user 0. Allowed.
09-02 18:45:47.901  3979  5977 D ActivityManager: package  org.mozilla.firefox, user - 0 is SDcard whitelisted
09-02 18:45:47.901  3979  5977 I ApplicationPolicy: isApplicationExternalStorageBlacklisted:org.mozilla.firefox user:0
09-02 18:45:47.901  3979  5977 D ApplicationPolicy: isApplicationExternalStorageBlacklisted: DO is not enabled on user 0. Allowed.
09-02 18:45:47.915  3979  5977 I ActivityManager: Start proc 8104:org.mozilla.firefox:gpu/u0a154 for service org.mozilla.firefox/org.mozilla.gecko.process.GeckoChildProcessServices$gpu
09-02 18:45:47.915  8104  8104 E Zygote  : isWhitelistProcess - Process is Whitelisted
09-02 18:45:47.916  8104  8104 E libpersona: scanKnoxPersonas
09-02 18:45:47.916  8104  8104 E libpersona: Couldn't open the File - /data/system/users/0/personalist.xml - No such file or directory
09-02 18:45:47.919  8104  8104 W SELinux : SELinux selinux_android_compute_policy_index : Policy Index[2],  Con:u:r:zygote:s0 RAM:SEPF_SM-J720F_8.0.0_0017, [-1 -1 -1 -1 0 1]
09-02 18:45:47.920  8104  8104 I SELinux : SELinux: seapp_context_lookup: seinfo=untrusted, level=s0:c512,c768, pkgname=org.mozilla.firefox:gpu 
09-02 18:45:47.937  7948  8032 W logins::schema: user_version: 2
09-02 18:45:47.944  8104  8104 D TimaKeyStoreProvider: TimaKeyStore is not enabled: cannot add TimaSignature Service and generateKeyPair Service
09-02 18:45:47.944  8104  8104 D ActivityThread: Added TimaKeyStore provider
09-02 18:45:47.947  3979  5977 I ActivityManager: DSS on for org.mozilla.firefox and scale is 1.0
09-02 18:45:47.965  8104  8104 I zygote64: no shared libraies, dex_files: 1
09-02 18:45:47.997  3462  3462 I SurfaceFlinger: Display 0 HWC layers:
09-02 18:45:47.997  3462  3462 I SurfaceFlinger:     type    |    handle    | flag |  format   |   source crop (l,t,r,b)    |         frame       | name 
09-02 18:45:47.997  3462  3462 I SurfaceFlinger: ------------+--------------+------+-----------+----------------------------+---------------------+------
09-02 18:45:47.997  3462  3462 I SurfaceFlinger:      Client |              | 0000 |  Unknown  |  -0.2   -0.2   -0.8   -0.8 |    0    0  720 1280 | animation background stackId=1#0
09-02 18:45:47.997  3462  3462 I SurfaceFlinger:      Client | 0x7abdc726c0 | 0002 | RGBA_8888 |   0.0    0.0  720.0 1279.0 |   16   29  703 1250 | com.example.batterymanager_utility/c[...]atterymanager_utility.MainActivity#0
09-02 18:45:47.997  3462  3462 I SurfaceFlinger:      Device | 0x7ac4c24a80 | 0000 | RGBA_8888 |   0.0    0.0  720.0 1024.0 |   16  303  703 1280 | Splash Screen org.mozilla.firefox#0
09-02 18:45:47.997  3462  3462 I SurfaceFlinger:      Device | 0x7ac4c24240 | 0000 | RGBA_8888 |   0.0    0.0  720.0   42.0 |    0    0  720   42 | StatusBar#0
09-02 18:45:47.997  3462  3462 I SurfaceFlinger: 
09-02 18:45:48.026  3614  3927 D DnsProxyListener: DNSDBG::dns addrinfo af 2
09-02 18:45:48.027  3614  3927 D DnsProxyListener: DNSDBG::dns addrinfo af 2
09-02 18:45:48.031  7948  8003 W ActivityThread: ClassLoader.getResources: The class loader returned by Thread.getContextClassLoader() may fail for processes that host multiple applications. You should explicitly specify a context class loader. For example: Thread.setContextClassLoader(getClass().getClassLoader());
09-02 18:45:48.031  8104  8104 I ServiceChildProcess: onCreate
09-02 18:45:48.032  7948  7948 I NavController: Ignoring popBackStack to destination org.mozilla.firefox:id/browserFragment as it was not found on the current back stack
